"Heart_Rate","Reaction_Time","Swing_Speed","Grip_Pressure"
128.532179810844,423.323502030331,22.5002254205577,17.5381655231932
152.260357700869,364.527590991264,31.3813853442673,22.0895552440737
100.397536413402,386.137501807784,31.9963997211982,46.039986223778
121.359507458026,344.419954275462,36.3713139202024,25.1255127053082
126.278982993428,365.849088072398,24.0314262668557,29.9573946118112
125.378973757589,335.854875676087,24.8753476864138,20.2175829107703
97.6954973945233,327.698806191097,23.1663263899566,27.6380435697715
138.398965212917,393.089553086532,25.3912625465335,15.8014351028263
119.049588870389,390.808921608949,27.2683999025599,33.7342737554502
104.161665171772,322.161318515901,32.4837973973436,40.7843628099468
138.053241797437,369.326387330633,21.5908124849113,13.4826351972299
153.807047090121,379.066855393606,33.3475727422639,21.4337706422786
117.701909133877,407.876049761584,36.1114280437301,23.3047860701966
105.288707038306,372.611501595492,29.6980309221434,30.3924519037831
112.381528263649,340.99071171969,26.1451103032073,23.4056931311216
118.945566070476,378.926908302717,35.2901170415012,38.2951732912441
144.807241867929,490.518301268423,23.383933873843,13.9814886817948
114.957153123642,320.080012333589,30.7355366338001,24.679803097954
128.07359425098,429.205665947314,23.9653489644109,32.4739300739968
139.861686316462,445.891715040191,21.9238986274672,13.1220846978992
136.997806451668,452.159683226879,29.1525595474064,30.5598926212312
117.095216722987,315.224087044915,24.6976338759946,32.9672751262237
107.007216386618,297.935947401235,30.1059022363191,38.4704159733063
137.79935656986,406.894700822984,26.8420552181129,15.6276950740979
128.302381947743,339.439835242848,28.8180162909599,20.0743692481605
101.841019568626,351.791722222663,22.8987750183498,30.7993128654636
108.960124200362,392.588836992541,24.6370900396376,29.4897675987287
117.323863690874,393.234131748603,34.0145515996003,34.9548162561505
142.458951668271,304.916075202107,31.8134308142915,33.3792851906347
109.627663654462,404.765004836487,29.991630031453,36.0609367580402
144.97268080906,369.183864947825,29.6826119804838,31.1853437162618
146.599899850046,350.762911681516,28.3375992616132,34.3382537622883
88.7158463155678,334.766085513716,25.3173996312324,35.0888798509327
102.374171203941,344.828585596027,29.0197678245912,35.7415964898269
77.3081770364267,236.215411832459,36.4943474067689,47.9952934656532
113.264145393679,289.884757376494,34.6373654374756,40.0416271214195
74.3595809316259,308.70286930109,39.6385819955217,35.9759817104891
121.245109649164,320.634017843688,30.7515199640843,26.1896274269239
107.602032311277,291.254070095189,33.3196358371904,22.5356659051254
113.595771715378,333.618687179101,26.8882062967109,21.6373064184878
154.456412008349,469.131251305065,24.4154983327228,10.734500458256
110.201018375915,309.317814102804,27.4003545587511,29.4278613331698
145.061178444806,423.963623603366,36.4908683023591,37.0155247423248
122.14296634258,362.478938887068,25.8285525862602,26.1601597884489
93.1863957359556,341.770794440529,33.3323999456485,26.3980571637103
97.9613805328966,348.912171550294,37.2795668239504,32.5380405977849
94.5527229971359,364.033648690967,27.040353402865,27.5853364856451
105.867617884786,395.728655253005,31.4105112812902,22.3185744806643
