Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Filename,Athlete Weight,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Cadence,Average Cadence,Average Heart Rate,Average Watts,Calories,Average Temperature,Total Work,Maximum Power 5s,Maximum Power 10s,Maximum Power 30s,Maximum Power 1.0min,Maximum Power 5.0min,Maximum Power 10.0min,Maximum Power 20.0min,Maximum Power 30.0min,Maximum Power 1.0 hr,Maximum Power 1.5 hr,Maximum Power 2.0 hr,Average Speed km/h,VO2 Max,Estimated_FTP
2929442071,"29 Oct 2022, 03:23:30",Cricket Session 3,Cricket,4528,9.762029842940724,174.0,10.0,True,activities/3747825452.csv.gz,60.21980394498389,3931.0,38.23309736388461,19.22146711252533,467.36460218004027,173.74761525023305,402.53333842626336,1143.1018595870464,98.0,91.0,160.0,247.5722163171152,234.0,24.67144115919743,973.2063823425796,382.5084069467425,208.0446740546529,298.2260978805405,151.17803780099183,159.70540937599955,188.9912357773381,220.8061213787342,136.53129656185592,189.1474795826809,189.07472989297133,110.2941927768904,23.93848344535713,50.46199749994035,198.7255092408608
2929442074,"24 Jul 2024, 03:23:30",Cricket Session 6,Cricket,4775,7.462255141792012,147.0,14.0,False,activities/3219589480.csv.gz,71.30467903115346,3191.0,19.73412367166173,15.576474040785024,235.76371138346536,312.12004200933814,229.77951076611265,1090.3320875111929,106.0,91.0,158.0,187.95080219168645,610.0,21.912563579973053,599.7510097936714,262.6041004111833,182.77725679050167,243.28832739121367,184.1852486551839,137.14659357388135,121.71274810851064,146.36486681728977,191.64817761848585,189.0463012243116,203.7892031347376,112.95110918840754,29.264990465573995,55.37885285962834,131.7283801355608
2929442082,"09 Mar 2023, 03:23:30",Cricket Session 14,Cricket,5249,5.165071443227378,172.0,17.0,False,activities/3038856490.csv.gz,57.211417636586056,2029.0,23.43395109776396,23.76362208893456,423.880399630676,338.6473302164824,176.51469379164996,1979.76789321022,117.0,69.0,159.0,294.49059061003936,519.0,19.10234681550754,597.5214083477699,306.2363584876746,342.211722189536,210.15454611005973,244.3838548833812,181.8371297619097,168.01471356402175,139.07003671548094,191.9412679618429,167.9837493194155,225.8538102539386,161.46610273739478,21.43002445250705,53.373914623825165,125.16303304393284
2929442083,"07 Dec 2022, 03:23:30",Cricket Session 15,Cricket,2521,8.197829560059958,137.0,15.0,False,activities/3355822919.csv.gz,77.75481991277071,2142.0,25.68887583606191,23.295522269607808,438.55001108173946,483.5700021365498,47.06511359331411,970.5820793213454,115.0,88.0,153.0,296.54860851380334,488.0,26.790362451120167,635.2071194365667,271.70154065740417,186.49556143234045,179.25192019590284,246.6005322048376,204.03346729197168,169.07913120354235,197.04975067710524,164.88197711552084,170.111348374484,145.5918039636379,141.58154676918167,18.039698872568263,51.38657046270396,177.34477560939473
2929442087,"14 Apr 2024, 03:23:30",Cricket Session 19,Cricket,2262,5.702235016764663,178.0,16.0,True,activities/3973383269.csv.gz,63.35325871894971,1638.0,24.676925717613468,18.10401673235061,155.6079755468258,272.90937191818495,204.9116137545413,1304.2789632122822,100.0,94.0,141.0,218.57883944966704,402.0,26.14004837174077,358.0321390185546,295.07929642616807,247.51935944628528,319.64197435112794,279.6401924063598,226.4249819465926,149.04266630624227,148.17414254771933,124.36112730215038,152.15418791887362,140.09783688130642,140.23221848178608,22.237384755973046,52.33811244886146,133.3567282929474
2929442088,"10 Sep 2024, 03:23:30",Cricket Session 20,Cricket,4657,8.725662774906146,176.0,19.0,True,activities/3240326212.csv.gz,72.57780548012572,3824.0,30.63197225095552,27.78537835751827,265.5739631767756,468.0430148729872,367.0920410463,1084.731476126058,81.0,93.0,140.0,159.08829996602245,354.0,23.274018327173103,608.3536590700697,328.2162935899282,342.77705790513795,288.84978857066625,182.172676102154,154.27292744366184,114.8722752979032,137.90033810601142,171.95012864683662,104.0163078931736,156.5885036307698,142.37303709304558,17.855371977062532,55.58115523241982,124.11030429541027
2929442093,"30 Oct 2024, 03:23:30",Cricket Session 25,Cricket,2962,6.384751363309819,131.0,20.0,True,activities/3529268082.csv.gz,66.55759713282856,2213.0,17.995242166653107,34.33577464299286,306.627794836978,204.53541150411408,118.99474840687418,866.9008454323425,86.0,81.0,153.0,272.108132115022,497.0,17.825583104683503,602.1752963705436,330.67068513746074,254.8936847025624,163.23488977302776,258.8302187865131,137.3728124283463,188.6584297359451,181.5963417095444,102.33928469136492,151.33956446567265,135.99029794285426,129.76020834452726,28.921742713457643,50.348432294128905,163.43670753858996
2929442100,"25 Jun 2024, 03:23:30",Cricket Session 32,Cricket,3636,5.029988156699153,174.0,17.0,False,activities/3319580201.csv.gz,71.6856484791791,2776.0,23.90484623511628,29.65792243268246,492.7296062801656,282.19017110301786,234.19077759123792,1420.7284435889042,83.0,83.0,133.0,243.77535489104963,572.0,20.663362373481327,676.7203851775538,272.4908721629805,357.90699920891143,219.89853734436227,200.2397576534078,171.61379555502504,127.3145223583726,153.73870939802896,162.96637694958204,143.07935302713517,224.64637520073688,172.04912439050162,31.83906331588187,54.3935660665943,138.36483845822607
2929442101,"04 May 2024, 03:23:30",Cricket Session 33,Cricket,4507,6.586418194342484,149.0,12.0,False,activities/3337462284.csv.gz,59.33789868722828,4431.0,19.295955021694382,24.59420973557013,109.4315392836616,408.62631484182594,166.96591729220634,1690.447968478121,93.0,76.0,122.0,196.1883419476922,632.0,28.62992012526228,869.3105431702242,333.2910306653497,333.43958610172183,177.8109630019528,167.4336429614521,132.9484869833071,164.853700267887,212.70875028677176,188.3345835861207,114.66646076626834,141.95970651688944,102.81872936610672,27.44193532883096,50.41421271023527,191.43787525809455
2929442110,"05 Nov 2022, 03:23:30",Cricket Session 42,Cricket,6440,5.620911567353526,171.0,19.0,True,activities/3752785584.csv.gz,63.63341308076372,4146.0,37.92165397550921,31.252828712698623,189.1215289920092,350.3275844137702,401.5851472709666,1820.1243652156124,91.0,90.0,121.0,282.24992440944527,575.0,21.64245248422564,1170.20818660156,263.9918032614518,195.5303162995069,225.25222976741856,241.281718937937,132.80572124317902,131.25201363503106,165.5080935576103,118.03495337767096,108.56768612372868,194.12925939861373,108.87337720205488,25.32167189390877,53.1364587998286,148.95728420184926
2929442115,"21 May 2023, 03:23:30",Cricket Session 47,Cricket,5155,4.271653089087349,140.0,11.0,False,activities/3270327932.csv.gz,72.33803938181131,3811.0,20.589772940159254,20.61265854622051,453.6374963018384,341.4880074888144,158.60445706242305,1254.069126622158,83.0,83.0,150.0,158.1390566805054,265.0,23.414163860045445,602.667945009406,224.88905533965456,182.2101760859613,238.44070408397224,178.918526715704,239.4679475806376,174.22302692769364,131.3829378422899,152.32308934191488,154.232240037501,220.38893579117783,115.14264226803238,15.483172585268928,50.53537040006789,118.2446440580609
2929442118,"01 May 2024, 03:23:30",Cricket Session 50,Cricket,4453,7.743991736425689,178.0,19.0,True,activities/3568610027.csv.gz,67.11761714567803,4370.0,29.47606313933531,18.936067644054503,226.9913032128088,139.129147160285,26.283806736849268,814.8333930330067,95.0,74.0,126.0,169.69331248653262,377.0,29.489680755266416,741.5597755661476,226.7058057095553,189.4603673675905,265.32928650873487,157.69690869017404,123.10613132423192,185.0754188854976,146.15710488010026,102.39356696614756,173.77718837383054,236.63262035849647,165.82693648728292,19.52910003030146,51.9320213579707,131.54139439209024
2929442071,"21 Jul 2023, 03:23:30",Football Session 3,Football,6022,8.068094364830715,164.0,11.0,False,activities/3394436732.csv.gz,65.59808720954173,2441.0,20.8300460805786,31.43203962455153,338.67960915374863,202.90651959464464,352.5532316926978,815.6659912732133,118.0,96.0,123.0,250.8190493155654,340.0,17.771029322070326,612.249299379295,382.9030844957909,280.99411523553914,209.3854471737569,216.10301964295584,219.5943715851127,158.8547740052078,176.93796316406304,138.2797490772345,121.27232904119046,190.33244936766985,117.89825069656118,18.056554177261862,54.64425744570823,159.24416684765674
