Activity ID,Activity Date,Activity Name,Activity Type,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Filename,Athlete Weight,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Cadence,Average Cadence,Average Heart Rate,Average Watts,Calories,Average Temperature,Total Work,Maximum Power 5s,Maximum Power 10s,Maximum Power 30s,Maximum Power 1.0min,Maximum Power 5.0min,Maximum Power 10.0min,Maximum Power 20.0min,Maximum Power 30.0min,Maximum Power 1.0 hr,Maximum Power 1.5 hr,Maximum Power 2.0 hr,Average Speed km/h,VO2 Max,Estimated_FTP
2929442069,"23 Mar 2023, 03:23:30",Cricket Session 1,Cricket,6482,6.1246434928157605,140.0,18.0,False,activities/3028135094.csv.gz,75.93087363163951,4475.0,26.597686161086468,29.68963323039447,182.58415813802344,371.9121510047476,148.20593983093283,1894.2748060289769,91.0,83.0,138.0,208.0132858832501,296.0,21.209597740077463,930.8594543275444,208.81948772434885,227.16000174319785,260.7918955955301,173.7959471442901,151.0361464373086,160.16747397652844,235.95718055937724,160.51917505245126,181.1305120179944,228.74722866106745,162.09462745531005,30.75568560224629,67.9995023321039,212.36146250343953
2929442070,"03 Aug 2022, 03:23:30",Cricket Session 2,Cricket,4679,3.8771090399418986,165.0,19.0,False,activities/3062793771.csv.gz,74.12183463423034,4669.0,15.616559777890306,27.661637711484097,416.6585572931774,466.7404794336632,287.6595920758815,653.3567088948364,104.0,63.0,121.0,257.7755595519548,411.0,15.227877798619444,1203.554087548077,312.03481025016634,188.6646387785464,216.86722546420293,258.7984930116809,235.5265098519493,183.1826843216806,227.94629470892693,164.38301653186124,159.15628173049254,151.8680887366899,146.29498278407618,30.906357190220472,67.38132206803769,205.15166523803424
2929442071,"29 Oct 2022, 03:23:30",Cricket Session 3,Cricket,4528,9.762029842940724,174.0,10.0,True,activities/3747825452.csv.gz,60.21980394498389,3931.0,38.23309736388461,19.22146711252533,467.36460218004027,173.74761525023305,402.53333842626336,1143.1018595870464,98.0,91.0,160.0,247.5722163171152,234.0,24.67144115919743,973.2063823425796,382.5084069467425,208.0446740546529,298.2260978805405,151.17803780099183,159.70540937599955,188.9912357773381,220.8061213787342,136.53129656185592,189.1474795826809,189.07472989297133,110.2941927768904,23.93848344535713,50.46199749994035,198.7255092408608
2929442072,"19 Oct 2023, 03:23:30",Cricket Session 4,Cricket,7061,7.304651119774721,148.0,19.0,False,activities/3140141802.csv.gz,80.97065936774231,5845.0,34.273731400853094,33.942298230313554,291.4604260812381,302.4936502079714,76.51068429679192,1157.8414645318085,117.0,98.0,155.0,286.7565636207868,525.0,22.363296923774904,1676.0921143634987,339.94210988337795,346.86206182413014,291.4415672961393,145.5106137676481,178.45651140215458,154.76904749221927,217.2330089029853,179.08668113559008,162.916372774672,181.86762191083,93.80715215693154,17.76537300753435,66.74573115399991,195.50970801268676
2929442073,"02 Nov 2023, 03:23:30",Cricket Session 5,Cricket,6441,3.112718324757262,168.0,15.0,False,activities/3865987450.csv.gz,64.46267158575957,4329.0,38.94702310906892,33.19781015150578,155.7106385938932,323.0336943537693,237.46300195181385,978.6646352220772,117.0,76.0,147.0,299.6069593768358,558.0,24.611916467185026,1296.9985271423222,222.0066652696457,272.9352111496441,234.401193284098,223.00213726251167,130.5653528354627,187.26719308665363,191.3438042081117,117.66260946388785,148.30841448412852,154.7178880798232,172.15098106215865,21.18150300237001,60.7388045713634,172.20942378730052
2929442074,"24 Jul 2024, 03:23:30",Cricket Session 6,Cricket,4775,7.462255141792012,147.0,14.0,False,activities/3219589480.csv.gz,71.30467903115346,3191.0,19.73412367166173,15.576474040785024,235.76371138346536,312.12004200933814,229.77951076611265,1090.3320875111929,106.0,91.0,158.0,187.95080219168645,610.0,21.912563579973053,599.7510097936714,262.6041004111833,182.77725679050167,243.28832739121367,184.1852486551839,137.14659357388135,121.71274810851064,146.36486681728977,191.64817761848585,189.0463012243116,203.7892031347376,112.95110918840754,29.264990465573995,55.37885285962834,131.7283801355608
2929442075,"13 Apr 2024, 03:23:30",Cricket Session 7,Cricket,6963,4.421627751624801,149.0,12.0,True,activities/3473999509.csv.gz,57.16892112815183,5334.0,28.35181143937264,25.80975219289,289.77969616551195,473.77223646173695,268.110594505468,548.0063817646686,82.0,78.0,143.0,232.62473996655376,590.0,27.768389942086188,1240.8203629815976,308.89254604635727,358.0848547231398,194.93935542003044,169.08489673101676,214.47254564965303,124.15182890307548,209.21893623751595,170.26284785312842,145.38433690260354,123.73024765854797,103.36502336018188,22.621218878814112,62.580702781233285,188.29704261376435
2929442076,"06 Jul 2022, 03:23:30",Cricket Session 8,Cricket,5344,8.296962567408814,176.0,17.0,True,activities/3852434819.csv.gz,82.38898074568567,2943.0,17.612308457080346,25.292460547991595,189.5429163335676,446.908647089512,2.874003354893906,1793.9188037290146,87.0,87.0,145.0,240.10761001535965,450.0,15.438765710546836,706.6366962752033,311.82785794457897,242.81644052465617,315.1292814237129,204.9064074444873,213.55512497517543,105.7505918237291,166.85586885201025,126.11941391957616,153.53097731395673,187.29189036982643,124.28499184715194,17.983133199005728,55.901110781320455,150.17028196680923
2929442077,"22 Sep 2024, 03:23:30",Cricket Session 9,Cricket,5608,5.346953139967809,131.0,11.0,False,activities/3370321873.csv.gz,56.43228648466301,2563.0,31.27967351326041,31.8218956789954,324.1184538026231,174.67243657636283,178.17761674146809,1661.450936074839,80.0,65.0,131.0,262.0568298978585,579.0,27.75956811968696,671.6516550282113,254.91588180758305,297.7063269082123,284.246105264012,207.3616978488,120.5922100759536,166.47845305233136,174.0446999687689,120.0810443938775,162.62068490787829,172.30214873503334,129.83593606286715,31.080750068899583,57.08487966969933,156.640229971892
2929442078,"30 Dec 2022, 03:23:30",Cricket Session 10,Cricket,4010,5.926427505885569,161.0,12.0,False,activities/3639443882.csv.gz,84.53681265757388,3928.0,18.53868096140489,22.920337984411,211.8370550378065,241.5708641370021,335.3367554848593,1442.8884994045186,114.0,67.0,122.0,193.12420830523087,576.0,26.025984761128544,758.5918902229471,360.6751382159563,218.7321237695898,292.0131649151999,155.28289403975683,219.5403027937853,120.4682802368046,165.0964684334537,151.47231829473787,177.23870985829194,189.6133219322024,142.20523146099137,21.37033860086334,69.44488983817166,148.58682159010834
2929442079,"22 Feb 2024, 03:23:30",Cricket Session 11,Cricket,4247,7.245853358827968,163.0,12.0,False,activities/3221982677.csv.gz,58.86421616364801,1910.0,22.89325843889716,31.56084974286004,267.2623081112121,155.6979012257923,327.2284188793588,1765.250369548668,81.0,90.0,142.0,281.10196616870144,630.0,21.322276464413665,536.9047553822198,378.3125176926527,336.98361420919787,262.84625135758074,248.08033177672127,138.58927570652423,159.5934683388951,143.9386017390814,187.9350204272591,127.55875064966766,200.9455617201617,132.71792577910253,17.83895538713233,58.72833326432212,129.54474156517327
2929442080,"02 Jun 2023, 03:23:30",Cricket Session 12,Cricket,4202,7.7641637914132495,165.0,20.0,True,activities/3448785435.csv.gz,58.7924761325893,2213.0,26.75022897635364,17.781359857013598,230.9913968156252,334.3952356588732,140.33813760781834,1328.5957796849857,88.0,86.0,126.0,276.64916227329627,432.0,17.88007611753446,612.2245961108046,244.66144837168216,285.01066394008285,311.57280362279494,148.0202084361467,163.11026633106354,158.8682732400261,158.85250388293338,129.49937597533562,131.35802650592754,185.7741746583452,124.47434593968408,17.863423298705676,58.697849804362406,142.96725349464003
2929442081,"01 Mar 2023, 03:23:30",Cricket Session 13,Cricket,2974,9.219185726250789,146.0,19.0,False,activities/3858310336.csv.gz,64.86731298029066,2273.0,30.15267558822611,26.332008730353724,447.2445280657412,303.8452351081615,132.5394036981209,1170.3520894002554,100.0,63.0,146.0,281.35955124285886,603.0,29.84391102093709,639.5302599750182,232.2657349342573,358.3226747435508,170.13362936333982,168.48893828458574,183.862088422716,197.3530063553833,205.5277477039827,106.40089355394348,114.03962607625655,175.32478669737554,175.6537784002868,29.13869225362727,56.92280172076361,184.97497293358444
2929442082,"09 Mar 2023, 03:23:30",Cricket Session 14,Cricket,5249,5.165071443227378,172.0,17.0,False,activities/3038856490.csv.gz,57.211417636586056,2029.0,23.43395109776396,23.76362208893456,423.880399630676,338.6473302164824,176.51469379164996,1979.76789321022,117.0,69.0,159.0,294.49059061003936,519.0,19.10234681550754,597.5214083477699,306.2363584876746,342.211722189536,210.15454611005973,244.3838548833812,181.8371297619097,168.01471356402175,139.07003671548094,191.9412679618429,167.9837493194155,225.8538102539386,161.46610273739478,21.43002445250705,53.373914623825165,125.16303304393284
2929442083,"07 Dec 2022, 03:23:30",Cricket Session 15,Cricket,2521,8.197829560059958,137.0,15.0,False,activities/3355822919.csv.gz,77.75481991277071,2142.0,25.68887583606191,23.295522269607808,438.55001108173946,483.5700021365498,47.06511359331411,970.5820793213454,115.0,88.0,153.0,296.54860851380334,488.0,26.790362451120167,635.2071194365667,271.70154065740417,186.49556143234045,179.25192019590284,246.6005322048376,204.03346729197168,169.07913120354235,197.04975067710524,164.88197711552084,170.111348374484,145.5918039636379,141.58154676918167,18.039698872568263,51.38657046270396,177.34477560939473
2929442084,"20 Jan 2024, 03:23:30",Cricket Session 16,Cricket,4567,4.903201228287358,152.0,19.0,False,activities/3002575208.csv.gz,77.12341070827597,2461.0,19.79297073491553,28.59607034062735,387.366662182944,403.5910384130906,155.46399663376408,1325.6929358760628,99.0,73.0,160.0,159.8590484889857,476.0,20.884397559653227,393.4131183313938,349.9167258989579,233.61349225630204,317.23992244501244,241.4894211359729,208.34964802868672,144.85064117962352,229.8145374977547,158.0483215047175,116.99073384506758,177.6283350407008,128.72597344359625,15.603196979814884,65.0135148630463,206.83308374797926
