file,sid,t_s,t_e,dur,RF_rep_mean,RF_rep_peak,RF_ecc_mean,RF_ecc_peak,RF_con_mean,RF_con_peak,BF_rep_mean,BF_rep_peak,BF_ecc_mean,BF_ecc_peak,BF_con_mean,BF_con_peak,VM_rep_mean,VM_rep_peak,VM_ecc_mean,VM_ecc_peak,VM_con_mean,VM_con_peak,ST_rep_mean,ST_rep_peak,ST_ecc_mean,ST_ecc_peak,ST_con_mean,ST_con_peak
10Npie.txt,10,2.139,2.864,0.725,30.214175779018166,46.89980369905815,23.233649517603155,28.50107436407715,37.175471940539474,46.89980369905815,41.77257642279715,68.07035215175733,29.4275856461479,39.98386875583581,54.08355896039228,68.07035215175733,49.9423020474736,62.741869969654395,49.19577586224638,59.80314455950526,50.686771686736016,62.741869969654395,102.43563968135005,174.1345838867417,64.45455486336482,89.80334304520629,140.31209341168244,174.1345838867417
10Npie.txt,10,3.182,5.033,1.851,56.360286038534554,114.56020581888917,46.09760217640321,60.79794914617522,59.2985944132379,114.56020581888917,80.38776100522755,161.70553125470994,84.16194837830619,109.16754680217879,79.30717365449203,161.70553125470994,87.09255567588683,141.07111398522866,84.50043991501443,105.70537644131375,87.8347041772624,141.07111398522866,58.82299732530268,98.89679105154795,69.65764324864236,78.34415015503878,55.72093052862725,98.89679105154795
10Npie.txt,10,5.431,6.418,0.987,25.157369002395317,79.70376358412267,14.307657978292553,17.96603154445652,35.985117048716496,79.70376358412267,17.953199233850146,24.530786971265663,16.29304876076494,23.333931110062895,19.609989078447324,24.530786971265663,29.496947325255984,40.1261882558969,31.472799474964216,39.558921804792,27.525094876255665,40.1261882558969,30.254667107264943,43.70080568410547,32.27280655141351,43.70080568410547,28.2406129656349,36.64366492575648
10Npie.txt,10,7.296,8.001,0.705,17.877973673477953,29.193806372028234,16.199408324282967,17.685043862573615,19.55178388004066,29.193806372028234,30.84417555676402,53.171175248154135,25.600259081256592,31.377008884607516,36.07323674480543,53.171175248154135,27.951680017961877,37.79751870230262,27.753882110921435,36.56927326253857,28.148917590988038,37.79751870230262,55.645954796988676,99.61090891998194,35.06240037625178,58.010686365352704,76.17119886525889,99.61090891998194
10Npie.txt,10,8.329,9.686,1.357,55.29027618271989,116.26500108399367,53.18259397341913,114.2497842079009,59.566801022573465,116.26500108399367,86.96961953639662,137.67127375020368,91.54413251613148,137.67127375020368,77.68785101278279,133.92701113451884,83.06164791117044,136.14499422442844,82.2113940920966,134.53047122401085,84.78682809317516,136.14499422442844,63.07421751344927,123.02170505390568,70.72421760670026,123.02170505390568,47.55223071709846,85.62352709327372
10Npie.txt,10,10.006,10.776,0.77,23.090371234224392,28.47984937701514,26.33034361943208,28.47984937701514,19.850398849016702,21.931377372655582,39.09735640419091,53.5395056813059,47.1452833977399,53.5395056813059,31.049429410641924,36.71149386464939,36.40451358647366,47.37143936873757,42.6160777787735,47.37143936873757,30.192949394173823,36.37190081716517,26.324633794162914,40.656605403549484,23.975944949056945,32.073659645788325,28.673322639268886,40.656605403549484
10Npie.txt,10,11.465,13.301,1.836,41.84974375430629,114.06423927981221,34.74255836892283,64.36887149651572,43.68621317876794,114.06423927981221,16.132920239551705,25.438079410660347,17.70837942062019,23.27724300629216,15.725827634162519,25.438079410660347,28.238073405386864,46.81835640517146,20.80227138433688,29.496774902354105,30.159456107193474,46.81835640517146,24.231927124783084,82.97347953250208,19.42246890658946,31.335942402826834,25.474672668483564,82.97347953250208
10Npie.txt,10,13.802,14.733,0.931,37.248273071037126,59.76010707546977,32.72637632440474,40.461433227705335,41.76046617658231,59.76010707546977,61.53440784131857,113.96989420974839,48.66668183102017,67.69098680328315,74.37452070567211,113.96989420974839,51.070815622566926,89.12055762051946,36.57573110668757,45.52495947919056,65.53479480686714,89.12055762051946,81.81009392243553,122.08155222018264,94.83811658736609,122.08155222018264,68.8100283876872,87.62236697183667
10Npie.txt,10,15.558,16.399,0.841,28.90878125077244,36.98897923842737,31.929684945890823,36.98897923842737,25.895053098872857,31.396878716146976,48.818716480596386,70.14968030479135,49.603601733491814,70.14968030479135,48.03569556321852,67.01278615831106,49.04801297937278,85.61224178811744,59.184191208475674,85.61224178811744,38.935911183118115,50.305833282819,27.27361905717523,35.654249466625934,27.0576474808985,35.654249466625934,27.489077636833734,34.67124348828305
10Npie.txt,10,16.89,18.335,1.445,65.75296624825698,115.24346151362788,69.86876929745208,113.38149218757003,62.05361107657574,115.24346151362788,17.67626282102044,34.25692602780273,14.169957773985814,21.83351878974646,20.827790616252617,34.25692602780273,28.816716417139965,49.25518758504645,26.165048055368683,36.55710983502062,31.200081935473147,49.25518758504645,23.877216201887013,46.59482623101753,18.050212368878967,24.75425389857002,29.11462831986008,46.59482623101753
10Npie.txt,10,18.859,19.818,0.959,34.266919045045135,43.27169882014895,30.62480240492404,40.241941966427795,37.90144794216599,43.27169882014895,59.39988611440745,89.11016568708853,51.67861522882293,87.89561329017253,67.10507101898035,89.11016568708853,47.57018076462772,75.59962864066405,38.7484959212437,57.753855933931675,56.37348709792136,75.59962864066405,83.87850935038244,120.04735568095874,101.38330122323441,120.04735568095874,66.41018579393224,89.08281870576306
10Npie.txt,10,20.613,22.141,1.528,30.3615993677543,52.77714348263135,37.533400034868166,52.77714348263135,23.18979870064044,45.45270947253226,49.19740131395673,87.43884506351142,55.828792653198064,87.43884506351142,42.56600997471539,74.99778886902124,44.965611392628965,78.0189897354076,55.19211425241715,78.0189897354076,34.73910853284078,64.4940215010679,32.427314151256894,108.21275843289513,28.883933014575874,45.27773481808098,35.970695287937914,108.21275843289513
10Npie.txt,10,22.441,25.321,2.88,18.6332461771848,43.8499918323288,21.35636150706637,43.8499918323288,15.534110467675928,26.153654681263017,16.912711330961095,38.90924227162707,16.30074046761261,35.28512889133995,17.60918596608599,38.90924227162707,19.985672937549,33.1523590371327,21.841285198129267,33.1523590371327,17.873829139873024,30.288621765438368,19.525811448443022,68.5846645666565,10.842357615276967,29.33477517598741,29.408316813137574,68.5846645666565
10Npie.txt,10,25.621,26.41,0.789,32.9429682020182,42.40779488513202,29.3337632549719,35.11118259097004,36.54303592135046,42.40779488513202,54.910494309411284,89.42385158099023,45.15585133338224,59.54041228011822,64.64044198676685,89.42385158099023,47.04677712999605,72.50364390522508,37.664637452627474,45.63379518140612,56.40516455501687,72.50364390522508,71.27423956385157,102.60202588922436,80.17851842636543,102.60202588922436,62.39250317947064,67.20780530231376
10Npie.txt,10,27.186,28.123,0.937,35.79417701474658,60.47584485555086,46.18978875637445,60.47584485555086,25.420730756576326,37.67351597131645,53.61154184508488,81.93684898289906,65.35030659837165,81.93684898289906,41.89780644095223,59.093630776339,52.13236677657852,83.45220247642466,67.53831927527192,83.45220247642466,36.759262790675535,66.96450199055977,32.40651266949874,54.066201440358974,40.00645584315602,54.066201440358974,24.822774065508117,32.56537304132519
10Npie.txt,10,28.446,29.146,0.7,20.863397555500917,35.069312701413416,22.524076456576257,35.069312701413416,19.202718654425578,26.342000172635892,32.26558231597105,52.905054198910065,37.0639654069023,52.905054198910065,27.4671992250398,32.72037654136141,28.203017823611297,41.01680141780443,32.321890862484416,41.01680141780443,24.08414478473818,28.061402479622554,18.973087820820957,29.36544313747364,23.84305295785629,29.36544313747364,14.103122683785621,17.943954893154153
10Npie.txt,10,31.49,32.234,0.744,26.399900123176703,43.50115802437276,20.096997364625583,26.032384042823015,32.70280288172782,43.50115802437276,40.17790389009554,62.200405792520776,35.961347369593184,53.434453281195005,44.394460410597894,62.200405792520776,27.40423065488721,46.842925813976436,24.073124877005544,28.222175002268678,30.735336432768875,46.842925813976436,84.82635181291573,138.70793466162897,66.45311786375898,97.8149861119752,103.19958576207246,138.70793466162897
