file,sid,VM_trend_slope,VM_mean,VM_p90,VM_p10,RF_trend_slope,RF_mean,RF_p90,RF_p10,BF_trend_slope,BF_mean,BF_p90,BF_p10,ST_trend_slope,ST_mean,ST_p90,ST_p10
10Nmar.txt,10,0.11763130101030898,37.94958844570134,85.00819958296253,12.32764648906618,0.06432217652114082,28.98412686899981,82.99160294484697,3.948613604545509,0.020274925907434748,28.47729814559962,72.515535343322,5.540786601871297,-0.015432760647650942,27.615397209019587,70.60822043030953,6.839802995694634
10Npie.txt,10,-0.030916582594457037,41.97594140048625,79.14174762485133,17.217025032612355,-0.047570051147208386,37.162915184305035,73.8395839399956,14.961491053140517,-0.012816241139878823,40.59741825320476,84.62731855527684,12.195778165335515,-0.02604221781810384,41.440487130468966,84.34101074042415,11.873289928549632
10Nsen.txt,10,0.034282466620028096,31.14956288356066,80.83389712778042,3.7730669317449164,0.022154137217458146,31.371641604219278,78.31125640376416,1.8033016891920064,0.015995118967744935,33.239313081244354,87.51962658352235,3.152769100710337,-0.015657326079848054,46.90916641578469,85.6325565071765,27.36302610765874
11Nmar.txt,11,-0.12037538053102517,23.707704411001,61.072766074895114,4.805793888516729,-0.16698799817109444,29.525963828284464,67.85237041409091,6.657555082190267,-0.17575016255154932,29.4627242712181,65.1190798977122,7.837060080589574,-0.22627797525424695,33.1206051025548,72.745754968208,5.58275129828258
11Npie.txt,11,-0.05297585369561379,50.77859522707629,82.46588777843594,28.652789369490883,-0.02288780387553349,57.93438225414743,82.41394342651304,37.15143973773334,-0.21176980493245956,50.875691143123184,90.50201437310365,10.31555297137745,-0.23933947751579251,51.91043352099005,89.07214820708151,6.864072293910516
11Nsen.txt,11,-0.05397529857006752,32.824885620237005,87.65269388381326,3.7002431893085346,-0.08148258537907509,36.12776080547146,85.32652764812883,3.8371684845221234,-0.06391773787430448,37.066928619492174,85.42612761824533,10.959494405079681,-0.061110831374601035,41.799527233845225,78.44450254018469,20.719737701058623
1Nmar.txt,1,0.21375187022134076,54.470628648220895,81.99213612973433,31.08958286792145,0.13610570515238493,33.36697059311604,74.46284810097146,12.398051160053573,0.10381579517151315,33.981072086749606,67.16818922410556,15.6768621103464,-0.005187543310122074,33.45086093570531,79.44080621868763,11.828443512408196
1Npie.txt,1,-0.021526380941733522,58.38792394525226,85.83094678775463,39.83602400908709,-0.06468508939696375,43.48327031540899,69.02166568559154,26.951134542422782,-0.12287735683922081,33.68770943791246,81.14667621596644,3.4671069005223765,-0.030919246957912167,28.39834685735212,84.75617098187325,1.7449365614810022
1Nsen.txt,1,-0.026790307665346506,43.63997471558693,83.52145264673915,25.18001773510811,-0.0005210457579520971,43.23341094261197,86.5841007609158,20.631270680234607,0.005015079570577567,56.625293930556694,88.37997473774325,37.52003645429041,0.03155865716277788,69.81798728233018,91.5688671229525,44.718111167515794
2Nmar.txt,2,-0.06679563465783558,48.98293331106012,79.74544771025548,25.520702146880208,0.0363513530922494,37.13595493742226,75.37736229309427,14.012871947207731,-0.23368736924368297,34.178665482963304,69.028637849553,9.865649322973296,-0.20828471915204066,35.31640400380062,75.81798346896399,7.915072467143702
2Npie.txt,2,-0.021526380941733522,58.38792394525226,85.83094678775463,39.83602400908709,-0.06468508939696375,43.48327031540899,69.02166568559154,26.951134542422782,-0.12287735683922081,33.68770943791246,81.14667621596644,3.4671069005223765,-0.030919246957912167,28.39834685735212,84.75617098187325,1.7449365614810022
2Nsen.txt,2,-0.026790307665346506,43.63997471558693,83.52145264673915,25.18001773510811,-0.0005210457579520971,43.23341094261197,86.5841007609158,20.631270680234607,0.005015079570577567,56.625293930556694,88.37997473774325,37.52003645429041,0.03155865716277788,69.81798728233018,91.5688671229525,44.718111167515794
3Nmar.txt,3,0.0030016503901672585,41.73702359814243,78.07855125163569,18.172712000229232,0.12255706484347693,35.99529681072373,77.08608982084256,13.457300178614798,0.17115768422979155,31.650795691919093,65.79841001419193,11.336303742868092,0.04634766786109098,39.15517756884497,70.9055233144973,11.446563354917656
3Npie.txt,3,0.13467078816396552,53.72824739164101,77.34065398882713,27.327094583988316,0.18899403564541897,37.377642900657975,79.16829917760803,15.927217654232102,-0.04114947932344751,45.17064781356696,83.4562974003956,7.085599318909172,-0.03637287299279081,29.453759256856898,78.20446808805937,3.748282533833526
3Nsen.txt,3,0.01530358221261028,35.85163928732692,82.07251557974121,5.863812843670939,-0.005854933389478681,42.95038258172731,83.45947768209511,7.137523442744193,0.012212269949825173,50.214126315160925,81.79306968746974,22.22941025535848,0.08115425833052411,69.84881803875152,87.7054874900119,45.197016341319426
4Nmar.txt,4,-0.1286188457652706,32.38519426661325,84.64080449195474,6.438029863423142,-0.10604731362210276,32.33449488884833,83.88216839160516,7.4763161169759575,-0.03347069156713121,23.82736143138088,63.5491757852405,4.851274526090406,-0.08603435426051143,18.607923410309187,64.24592542195505,3.5371375707201045
4Npie.txt,4,-0.07069407035271391,49.39844134857965,85.73530368744227,18.02864573320157,-0.0523912996345075,53.011337665024776,84.30212734365979,28.26014234237332,-0.09258509861802046,28.02314753817341,85.44860998824872,2.3718801992930953,-0.0803748799199471,33.7992731172496,87.88606635051885,3.55328387837931
