Heart_Rate,Reaction_Time,Swing_Speed,Grip_Pressure,Performance_Index
131.561227598452,511.922335581937,30.984464571402,12.7949994645273,37.55228759502876
136.509893792517,506.337272212714,26.7538225933392,32.3649176423085,43.79083672519874
120.617699264805,509.335919983726,27.8243093024376,14.8042228457606,40.209179491955666
119.911399232418,535.06944201503,20.2967070879388,21.3591818723851,32.87201109521833
99.5658778297674,435.914512027167,33.0003780551153,37.0400387108548,75.91302127774013
149.26166267215,466.897123400731,29.9174537022585,25.5973918587155,49.26057502834078
120.565064974889,460.999574712509,25.3419754447817,27.3044032334736,56.37899702693468
100.502399255009,440.09936122146,24.1187717361954,37.20427341051,70.22324306075544
123.678113307821,518.549654669455,36.0181985335985,35.0676971734185,49.74280378025433
127.646634123759,556.430620476081,22.4156808667574,18.6807440510667,25.49331364761209
136.484679845965,500.836104710068,22.4796222303882,28.092037973549,41.238338262333016
122.798983312625,421.912965865176,32.5295062314746,44.298707597684,76.39729549403185
77.2683402284594,474.596973666932,31.0673782362954,36.5323259265999,70.60416115917262
154.055347160988,488.0969019433,31.8931617705339,28.8505240734304,45.0782914359598
122.639063848602,477.381397386902,34.6416786848673,17.3121787660457,52.224403146024365
121.217775767138,458.49029588691,27.1434071402104,37.9274140727445,62.208080368069076
143.130579600226,489.197696250748,28.5972911253608,20.1779888509427,42.25439808778456
119.024420155413,427.782139840349,34.948951918058,29.9328983102636,71.06286297696407
156.377878520079,494.018448544443,40.0,30.4705466292417,47.76319003568516
109.386731899853,425.944065369855,31.8475245106161,30.458203889307,72.61004571259011
134.324035134273,477.308731788458,27.541727475088,40.4248473127291,55.422462011368914
103.596520974517,400.0,32.0838848492985,36.7783198071445,83.36523649101777
104.192227481907,462.446169120513,33.2754918395483,26.1193531813452,63.630783676642885
115.273259687464,445.83908541678,37.8207580057977,34.6625681545339,70.89190186207655
108.819112441742,535.832603383328,32.7835717651999,23.7028030105304,42.738504476251855
97.4139693774479,472.090272277455,28.8599369182771,26.3652328432498,60.79049300271985
129.203966910505,468.221021875749,25.3293855367429,34.9387838995916,55.583424338270945
139.413099924926,490.0272566414,25.4899902567198,25.6474599740983,43.7111632239691
150.612703270141,515.289969322052,34.3505713986346,18.6159943078485,36.04616722300199
121.759433078291,450.76776870747,29.7584482230822,40.890250132154,66.57377175456308
96.8383664027133,469.682033840519,21.8432326819894,35.4437359758704,61.81750086162931
104.597465947797,544.57104828845,30.4574222082744,17.639550896215,37.888280421745804
154.782192905763,537.237469989426,25.4601911961185,23.0230402678186,26.84808186326009
102.043844431439,410.428227061531,30.5005245975746,45.3929135498036,83.94787815475034
112.384460945364,475.460931767929,30.0217219403839,27.6840061235877,57.31293360324508
153.539243698663,459.669738387509,29.1971350145635,19.0783581145549,46.90626652634324
123.956856807484,554.265964887786,26.414007678563,21.2874985956208,30.07205920635539
108.850123904552,426.233241319893,24.4483111779393,28.4472269834276,68.10504418632438
117.836583923275,460.552532782808,26.5095474287215,36.237027661622,61.51202745112215
125.367957099462,491.440757773601,25.5260537139638,17.6313953046928,43.54600256472475
129.524080193665,469.53037973529,34.3181992658709,48.4316788836498,65.35616315069439
126.62263611308,581.492057505471,25.6565038909395,27.2304117805798,24.661307223491157
140.809323388573,507.622234018526,28.4717915920883,28.5278561550988,41.64094323024715
142.713984833297,473.539320443521,29.7439978654647,23.7881532572753,48.39070148772029
117.056763537855,474.070049298383,33.4935906683094,42.6040528744144,64.491963678465
107.083645522481,562.57337175322,27.6784166728426,20.5973332669273,32.574446610284326
126.215626217617,513.532768416145,24.8010506593161,32.9492399341702,43.832885128268245
128.227457114182,458.991580178288,33.4198964011235,22.4238674442667,56.97468184861438
128.938319668418,540.137062766913,29.6298130950393,31.2701387189494,38.17906459220466
88.8413258711585,400.0,35.2473828673897,39.2155502083901,89.69251317054999
138.853498272092,455.999948556857,32.6843139264408,33.4509112200895,59.30808974749766
120.945891295097,500.754564229523,26.628865561605,39.7644638341579,52.152649382541895
117.437270276553,429.191877154306,31.7583796006735,37.6817485075597,72.75161818579475
118.070904150964,428.955952339968,24.9130051016544,41.0965924591253,70.63859094234928
154.509945392292,493.00721357186,31.0940418125613,10.9957970805425,35.83784161448696
122.043360647167,437.136676385877,20.9057638076775,30.9984814634459,61.32848235344939
102.383786589079,441.377320845033,36.8038603962375,43.8696810397557,78.60782143379285
138.534522333981,466.380090366008,24.1876570952242,31.1320117381034,51.52757907319453
128.159823021974,428.494735851669,27.4702116489559,37.9728263109419,68.19276716160506
157.926428327321,599.257806039646,23.5671637589354,27.6857249253679,11.45292565846928
109.818017824525,472.552524194103,30.3762100734224,11.7465159043436,52.18486489782682
141.944093888794,543.969917825481,27.0740114412352,28.7331888484729,31.591532453733922
149.009296525881,531.470940065531,25.5733980232017,20.5861310152466,28.786791860806577
113.816383920283,513.151213157892,25.9367036809263,47.6274565853315,53.77660859287043
126.224246645726,450.929268392816,30.4118364499819,50.0,69.5590630175067
153.083919484905,490.667900192322,26.7003227225324,22.623149140041,39.45058049529141
125.829962156353,594.167840149896,26.9081684121623,19.9258449493154,19.237461570970126
117.111769473987,546.819481428509,27.0006766554657,10.0,29.229674638864893
111.456217667141,509.549455701882,28.1948694822142,20.1003241693591,44.868506045374865
119.598736079735,503.612424761765,28.7573236282722,30.8244479778086,49.09427304859416
99.9522492426788,448.093015736523,26.8766802589993,43.0451985703535,72.18783748897624
97.5940771117679,438.153334507162,36.2235974763943,36.9252671801594,77.4198697705188
122.348007515382,559.747920101424,20.4039679711919,32.745810545654,30.878311489745254
109.0438235478,461.888711571948,33.3486571752186,25.1622397209557,62.18562056820082
109.84352236685,502.745655217146,32.7742233916678,17.5011989925875,48.201046473907944
100.171386608989,491.750391160131,36.8595219268023,29.6452571241596,60.5510183108581
110.337743180151,462.918889358767,27.7597305396222,38.5257665408223,64.39264575371003
109.315766127079,562.783583744191,24.2920672216004,18.9603282359111,29.569025830316008
129.464393799295,500.707169573835,23.604173579297,17.88537430029,39.322663894042556
118.322872207589,484.652212288646,30.8558084061556,25.7250441948117,53.10390188987952
152.300407758915,523.411485180556,27.5931608633292,22.1613641453545,31.663847630545543
108.240201995847,455.988571575845,37.4071796691073,40.9907770317111,72.5535835614576
83.6149916090949,479.843286923426,26.4853178678574,26.1242170920325,61.015718157447395
119.831401692974,555.01701197043,22.9086128480038,10.0,24.423041372072305
152.718783837043,507.992274767223,28.0091234045223,40.0887903673272,43.1667288099184
97.9046688438261,511.692797687635,30.403420433615,41.7802045446867,57.943286557842875
139.745043231037,541.167137248306,33.419276392009,25.6332116499764,34.74349764602111
141.930787189207,491.274407362114,22.3667948679238,27.9615528025126,42.16247312622329
97.3158511966686,444.720309852081,28.9155992066661,44.3789534482447,75.28548237328486
